,cod_modelo_color,cod_color_code,des_agrup_color_eng,des_fabric,des_product_category,des_product_type,des_filename,des_product_family
5493,43087708-92,92.0,GREY,P-PLANA,Tops,Shirt,2019_43087708_92.jpg,Shirt
5494,51060587-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51060587_02.jpg,Dresses
5495,53020603-17,17.0,YELLOW,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53020603_17.jpg,Dresses
5496,53080803-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53080803_02.jpg,T-shirt
5497,53000938-06,6.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53000938_06.jpg,T-shirt
5498,53003742-TO,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2019_53003742_TO.jpg,Jeans
5499,53075713-06,6.0,WHITE,T-TRICOT,Tops,Sweater,2019_53075713_06.jpg,Sweater
5500,53003771-90,90.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53003771_90.jpg,Jewellery
5501,53053768-30,30.0,BROWN,O-POLIPIEL,Bottoms,Skirt,2019_53053768_30.jpg,Skirts
5502,53015038-99,99.0,GREY,T-TRICOT,Tops,Sweater,2019_53015038_99.jpg,Sweater
5503,57037881-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_57037881_OR.jpg,Jewellery
5504,57037883-90,90.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_57037883_90.jpg,Jewellery
5505,57064002-08,8.0,WHITE,P-PLANA,Bottoms,Trousers,2019_57064002_08.jpg,Trousers
5506,57016305-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57016305_37.jpg,Dresses
5507,57075933-02,2.0,WHITE,P-PLANA,Tops,Shirt,2019_57075933_02.jpg,Shirt
5508,57095940-15,15.0,YELLOW,P-PLANA,Bottoms,Skirt,2019_57095940_15.jpg,Skirts
5509,57006310-01,1.0,WHITE,P-PLANA,Tops,Blouse,2019_57006310_01.jpg,Shirt
5510,57069077-92,92.0,GREY,P-PLANA,Bottoms,Trousers,2019_57069077_92.jpg,Trousers
5511,57058260-85,85.0,PINK,P-PLANA,Tops,Shirt,2019_57058260_85.jpg,Shirt
5512,67030559-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2020_67030559_99.jpg,Footwear
5513,67080595-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2020_67080595_30.jpg,Footwear
5514,47015918-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_47015918_09.jpg,Bags
5515,47005940-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_47005940_PL.jpg,Footwear
5516,57000580-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57000580_05.jpg,Belts and Ties
5517,57010636-56,56.0,BLUE,P-PLANA,Bottoms,Trousers,2023_57010636_56.jpg,Trousers
5518,57040163-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Wallet,2023_57040163_99.jpg,Wallets & cases
5519,57050245-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050245_99.jpg,Dresses
5520,57020253-83,83.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Card holder,2023_57020253_83.jpg,Wallets & cases
5521,57010275-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57010275_OR.jpg,Jewellery
5522,57072001-01,1.0,WHITE,K-CIRCULAR,Tops,Top,2023_57072001_01.jpg,Tops
5523,57040340-90,90.0,GREY,T-TRICOT,Tops,Top,2023_57040340_90.jpg,Tops
5524,57040364-BL,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57040364_BL.jpg,Jeans
5525,57040811-87,87.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57040811_87.jpg,Jumpsuit
5526,57014035-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57014035_PL.jpg,Jewellery
5527,57023815-08,8.0,WHITE,T-TRICOT,Tops,Sweater,2023_57023815_08.jpg,Sweater
5528,57004772-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Scarf,2023_57004772_43.jpg,"Hats, scarves and gloves"
5529,57094775-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57094775_OR.jpg,Footwear
5530,57054419-37,37.0,BROWN,T-TRICOT,Tops,Cardigan,2023_57054419_37.jpg,Cardigans
5531,57004781-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57004781_99.jpg,Bags
5532,57033810-03,3.0,WHITE,P-PLANA,Bottoms,Trousers,2023_57033810_03.jpg,Trousers
5533,57063817-99,99.0,GREY,P-PLANA,Bottoms,Skirt,2023_57063817_99.jpg,Skirts
5534,57095977-PL,98.00999200639488,GREY,P-PLANA,Tops,Shirt,2023_57095977_PL.jpg,Shirt
5535,57045806-56,56.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_57045806_56.jpg,Wallets & cases
5536,57087739-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Hat,2023_57087739_09.jpg,"Hats, scarves and gloves"
5537,67030261-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2024_67030261_99.jpg,Footwear
5538,57046024-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2023_57046024_99.jpg,Footwear
5539,57069088-99,99.0,GREY,P-PLANA,Tops,Shirt,2023_57069088_99.jpg,Shirt
5540,57077736-43,43.0,GREEN,K-CIRCULAR,Tops,T-Shirt,2023_57077736_43.jpg,T-shirt
5541,57009104-CO,33.33863275039746,BROWN,K-CIRCULAR,Tops,T-Shirt,2023_57009104_CO.jpg,T-shirt
5542,44015774-61,61.0,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_44015774_61.jpg,Footwear
5543,43087713-05,5.0,WHITE,T-TRICOT,Tops,Top,2019_43087713_05.jpg,Tops
5544,53040627-99,99.0,GREY,K-CIRCULAR,Tops,Top,2019_53040627_99.jpg,Tops
5545,53000876-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53000876_01.jpg,T-shirt
5546,53070671-99,99.0,GREY,J-JEANS,Bottoms,Jeans,2019_53070671_99.jpg,Jeans
5547,53053712-91,91.0,GREY,T-TRICOT,Tops,Top,2019_53053712_91.jpg,Tops
5548,53010568-99,99.0,GREY,J-JEANS,Bottoms,Jeans,2019_53010568_99.jpg,Jeans
5549,53070966-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_53070966_99.jpg,Dresses
5550,53053044-05,5.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53053044_05.jpg,T-shirt
5551,53013761-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_53013761_99.jpg,Belts and Ties
5552,53075744-99,99.0,GREY,P-PLANA,Tops,Shirt,2019_53075744_99.jpg,Shirt
5553,51023052-99,99.0,GREY,K-CIRCULAR,Tops,Top,2019_51023052_99.jpg,Tops
5554,53075030-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_53075030_05.jpg,Sweater
5555,53025741-52,52.0,BLUE,T-TRICOT,Tops,Sweater,2019_53025741_52.jpg,Sweater
5556,53005780-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_53005780_99.jpg,T-shirt
5557,53005787-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53005787_30.jpg,Bags
5558,57005554-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_57005554_05.jpg,Sweater
5559,53117744-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_53117744_99.jpg,Footwear
5560,57005927-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_57005927_43.jpg,Jewellery
5561,53110753-99,99.0,GREY,L-PIEL,Outerwear,Leather Jacket,2019_53110753_99.jpg,Leather jackets
5562,57015945-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57015945_99.jpg,T-shirt
5563,57004381-30,30.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2019_57004381_30.jpg,T-shirt
5564,57039036-38,38.0,BROWN,P-PLANA,Outerwear,Jacket,2019_57039036_38.jpg,Jackets
5565,67050069-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2020_67050069_PL.jpg,Jewellery
5566,47064759-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_47064759_99.jpg,Trousers
5567,47015868-99,99.0,GREY,T-TRICOT,Tops,Sweater,2023_47015868_99.jpg,Sweater
5568,57010590-26,26.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57010590_26.jpg,Glasses
5569,57010045-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57010045_99.jpg,Footwear
5570,57050104-01,1.0,WHITE,J-JEANS,Bottoms,Trousers,2023_57050104_01.jpg,Trousers
5571,57040818-87,87.0,PINK,P-PLANA,Bottoms,Trousers,2023_57040818_87.jpg,Trousers
5572,57072880-07,7.0,WHITE,K-CIRCULAR,Bottoms,Trousers,2023_57072880_07.jpg,Trousers
5573,57000440-52,52.0,BLUE,K-CIRCULAR,Tops,Top,2023_57000440_52.jpg,Tops
5574,57033797-99,99.0,GREY,P-PLANA,Outerwear,Blazer,2023_57033797_99.jpg,Blazers
5575,57004410-37,37.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2023_57004410_37.jpg,T-shirt
5576,57094421-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2023_57094421_70.jpg,"Hats, scarves and gloves"
5577,57033811-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57033811_99.jpg,Trousers
5578,57001067-15,15.0,YELLOW,K-CIRCULAR,Tops,T-Shirt,2023_57001067_15.jpg,T-shirt
5579,57067715-43,43.0,GREEN,P-PLANA,Outerwear,Jacket,2023_57067715_43.jpg,Jackets
5580,57015795-37,37.0,BROWN,T-TRICOT,Tops,Sweater,2023_57015795_37.jpg,Sweater
5581,57027717-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57027717_99.jpg,Dresses
5582,57024428-01,1.0,WHITE,J-JEANS,Bottoms,Bermudas,2023_57024428_01.jpg,Shorts
5583,57045804-78,78.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_57045804_78.jpg,Wallets & cases
5584,57065147-68,68.0,PURPLE,P-PLANA,Outerwear,Jacket,2023_57065147_68.jpg,Jackets
5585,57057720-05,5.0,WHITE,T-TRICOT,Bottoms,Trousers,2023_57057720_05.jpg,Trousers
5586,57005824-43,43.0,GREEN,T-TRICOT,Tops,Sweater,2023_57005824_43.jpg,Sweater
5587,57049099-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57049099_99.jpg,T-shirt
5588,57029108-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57029108_99.jpg,Dresses
5589,57047755-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Case,2023_57047755_43.jpg,Wallets & cases
5590,57017755-99,99.0,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57017755_99.jpg,Dresses
5591,57057754-52,52.0,BLUE,T-TRICOT,Tops,Top,2023_57057754_52.jpg,Tops
5594,43003746-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_43003746_05.jpg,Jewellery
5595,43025015-02,2.0,WHITE,P-PLANA,Tops,Shirt,2019_43025015_02.jpg,Shirt
5596,53040605-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53040605_CU.jpg,Bags
5597,53000674-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53000674_99.jpg,Glasses
5598,53055708-09,9.0,WHITE,P-PLANA,Outerwear,Coat,2019_53055708_09.jpg,Coats
5599,53020746-28,28.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2019_53020746_28.jpg,Footwear
5600,53085708-03,3.0,WHITE,L-PIEL,Outerwear,Leather Jacket,2019_53085708_03.jpg,Leather jackets
5601,53003722-70,70.0,RED,T-TRICOT,Tops,Sweater,2019_53003722_70.jpg,Sweater
5602,51035734-30,30.0,BROWN,P-PLANA,Bottoms,Skirt,2019_51035734_30.jpg,Skirts
5603,53015024-05,5.0,WHITE,J-JEANS,Bottoms,Jeans,2019_53015024_05.jpg,Jeans
5604,57007585-07,7.0,WHITE,P-PLANA,Tops,Blouse,2019_57007585_07.jpg,Shirt
5605,57025912-09,9.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57025912_09.jpg,T-shirt
5606,57085912-99,99.0,GREY,P-PLANA,Tops,Shirt,2019_57085912_99.jpg,Shirt
5607,53113781-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53113781_09.jpg,Bags
5608,57054384-37,37.0,BROWN,P-PLANA,Tops,Shirt,2019_57054384_37.jpg,Shirt
5609,67030570-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2020_67030570_99.jpg,Bags
5610,37010681-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2022_37010681_99.jpg,Footwear
5611,47004377-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_47004377_99.jpg,Glasses
5612,47013651-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_47013651_99.jpg,Trousers
5613,47094023-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_47094023_OR.jpg,Jewellery
5614,47084027-TO,53.825949367088604,BLUE,J-JEANS,Outerwear,Jacket,2023_47084027_TO.jpg,Jackets
5615,47026304-06,6.0,WHITE,P-PLANA,Bottoms,Trousers,2023_47026304_06.jpg,Trousers
5616,57050181-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57050181_02.jpg,Bags
5617,57040729-99,99.0,GREY,P-PLANA,Outerwear,Kaftan,2023_57040729_99.jpg,Jackets
5618,47027134-02,2.0,WHITE,P-PLANA,Bottoms,Trousers,2023_47027134_02.jpg,Trousers
5619,57001008-05,5.0,WHITE,T-TRICOT,Tops,Top,2023_57001008_05.jpg,Tops
5620,57040273-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57040273_99.jpg,Dresses
5621,47008653-88,88.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_47008653_88.jpg,Dresses
5622,57053801-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57053801_99.jpg,Jumpsuit
5623,57024408-99,99.0,GREY,O-POLIPIEL,Bottoms,Trousers,2023_57024408_99.jpg,Trousers
5624,57034404-56,56.0,BLUE,P-PLANA,Bottoms,Skirt,2023_57034404_56.jpg,Skirts
5625,57014034-43,43.0,GREEN,K-CIRCULAR,Tops,T-Shirt,2023_57014034_43.jpg,T-shirt
5626,57024779-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57024779_99.jpg,Footwear
5627,57055979-92,92.0,GREY,P-PLANA,Outerwear,Blazer,2023_57055979_92.jpg,Blazers
5628,57057717-99,99.0,GREY,K-CIRCULAR,Outerwear,Jacket,2023_57057717_99.jpg,Jackets
5629,57057745-37,37.0,BROWN,P-PLANA,Outerwear,Coat,2023_57057745_37.jpg,Coats
5630,57005815-50,50.0,BLUE,T-TRICOT,Tops,Sweater,2023_57005815_50.jpg,Sweater
5632,57019127-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57019127_05.jpg,Dresses
5633,43027705-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_43027705_02.jpg,Shirt
5634,43017744-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_43017744_99.jpg,Footwear
5635,43095786-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43095786_30.jpg,Bags
5636,41095799-02,2.0,WHITE,J-JEANS,Bottoms,Jeans,2019_41095799_02.jpg,Jeans
5637,51043710-99,99.0,GREY,P-PLANA,Outerwear,Blazer,2019_51043710_99.jpg,Blazers
5638,43039083-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_43039083_02.jpg,T-shirt
5639,51030857-20,20.0,ORANGE,P-PLANA,Outerwear,Coat,2019_51030857_20.jpg,Coats
5640,53073729-77,77.0,RED,T-TRICOT,Tops,Top,2019_53073729_77.jpg,Tops
5641,51053043-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_51053043_99.jpg,Shirt
5642,53060969-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_53060969_02.jpg,Shirt
5643,51085749-99,99.0,GREY,P-PLANA,Outerwear,Jacket,2019_51085749_99.jpg,Jackets
5644,57064377-99,99.0,GREY,K-CIRCULAR,Bottoms,Leggings,2019_57064377_99.jpg,Leggings and joggers
5645,57025920-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_57025920_OR.jpg,Jewellery
5646,53020585-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_53020585_99.jpg,Footwear
5647,57017894-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57017894_01.jpg,T-shirt
5648,57088258-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_57088258_99.jpg,Shirt
5649,57017896-15,15.0,YELLOW,T-TRICOT,Tops,Sweater,2019_57017896_15.jpg,Sweater
5650,57012510-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57012510_OR.jpg,Footwear
5651,57050254-88,88.0,PINK,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57050254_88.jpg,Dresses
5652,57040274-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57040274_PL.jpg,Jewellery
5653,57072878-TC,53.825949367088604,BLUE,J-JEANS,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57072878_TC.jpg,Jumpsuit
5654,57074401-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57074401_99.jpg,T-shirt
5655,57013804-52,52.0,BLUE,P-PLANA,Bottoms,Trousers,2023_57013804_52.jpg,Trousers
5656,57013809-65,65.0,PURPLE,T-TRICOT,Tops,Sweater,2023_57013809_65.jpg,Sweater
5657,57003811-TO,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57003811_TO.jpg,Jeans
5658,57010481-52,52.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2023_57010481_52.jpg,T-shirt
5659,57085787-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2023_57085787_30.jpg,"Hats, scarves and gloves"
5660,57056307-77,77.0,RED,T-TRICOT,Tops,Top,2023_57056307_77.jpg,Tops
5661,57095967-37,37.0,BROWN,P-PLANA,Outerwear,Parka,2023_57095967_37.jpg,Parkas
5662,57035791-95,95.0,GREY,P-PLANA,Tops,Blouse,2023_57035791_95.jpg,Shirt
5663,57095979-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57095979_43.jpg,Dresses
5664,57015806-91,91.0,GREY,T-TRICOT,Tops,Sweater,2023_57015806_91.jpg,Sweater
5665,57004786-31,31.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57004786_31.jpg,Bags
5666,57027719-05,5.0,WHITE,P-PLANA,Bottoms,Trousers,2023_57027719_05.jpg,Trousers
5667,57085989-37,37.0,BROWN,K-CIRCULAR,Tops,Top,2023_57085989_37.jpg,Tops
5668,57067707-95,95.0,GREY,J-JEANS,Bottoms,Jeans,2023_57067707_95.jpg,Jeans
5669,57097733-82,82.0,PINK,P-PLANA,Tops,Shirt,2023_57097733_82.jpg,Shirt
5670,57025810-01,1.0,WHITE,P-PLANA,Tops,Shirt,2023_57025810_01.jpg,Shirt
5671,57019111-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57019111_99.jpg,Dresses
5672,57057124-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Wallet,2023_57057124_02.jpg,Wallets & cases
5673,57079101-37,37.0,BROWN,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57079101_37.jpg,Dresses
5674,57018277-99,99.0,GREY,J-JEANS,Bottoms,Jeans,2023_57018277_99.jpg,Jeans
5675,43055757-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_43055757_02.jpg,Belts and Ties
5676,43047032-08,8.0,WHITE,P-PLANA,Outerwear,Blazer,2019_43047032_08.jpg,Blazers
5677,53020608-07,7.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53020608_07.jpg,Bags
5678,53060609-56,56.0,BLUE,P-PLANA,Tops,Shirt,2019_53060609_56.jpg,Shirt
5679,51030703-05,5.0,WHITE,P-PLANA,Bottoms,Trousers,2019_51030703_05.jpg,Trousers
5680,53093027-20,20.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ankle Boots,2019_53093027_20.jpg,Footwear
5681,53010873-56,56.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53010873_56.jpg,Dresses
5682,53053745-85,85.0,PINK,L-PIEL,Outerwear,Leather Jacket,2019_53053745_85.jpg,Leather jackets
5683,57007877-16,16.0,YELLOW,P-PLANA,Bottoms,Skirt,2019_57007877_16.jpg,Skirts
5684,57045904-81,81.0,PINK,P-PLANA,Bottoms,Trousers,2019_57045904_81.jpg,Trousers
5685,53070671-30,30.0,BROWN,J-JEANS,Bottoms,Jeans,2019_53070671_30.jpg,Jeans
5686,53025026-92,92.0,GREY,J-JEANS,Bottoms,Jeans,2019_53025026_92.jpg,Jeans
5687,57006710-85,85.0,PINK,T-TRICOT,Tops,Sweater,2019_57006710_85.jpg,Sweater
5688,57075943-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57075943_43.jpg,Dresses
5689,57007896-96,96.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57007896_96.jpg,T-shirt
5690,57017897-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_57017897_05.jpg,Sweater
5691,67050590-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ankle Boots,2020_67050590_99.jpg,Footwear
5692,47040356-50,50.0,BLUE,P-PLANA,Tops,Shirt,2023_47040356_50.jpg,Shirt
5693,47075838-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Foulard,2023_47075838_05.jpg,"Hats, scarves and gloves"
5694,47005930-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_47005930_99.jpg,Footwear
5695,47046706-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_47046706_99.jpg,Footwear
5696,47095870-02,2.0,WHITE,K-CIRCULAR,"Accesories, Swim and Intimate",Swimsuit,2023_47095870_02.jpg,Swimwear
5697,47017120-05,5.0,WHITE,T-TRICOT,Tops,Top,2023_47017120_05.jpg,Tops
5698,57010601-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57010601_99.jpg,Glasses
5699,47077126-08,8.0,WHITE,P-PLANA,Bottoms,Skirt,2023_47077126_08.jpg,Skirts
5700,57050161-01,1.0,WHITE,J-JEANS,Bottoms,Shorts,2023_57050161_01.jpg,Shorts
5701,57000255-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57000255_52.jpg,Dresses
5702,57002880-TO,53.825949367088604,BLUE,J-JEANS,Bottoms,Shorts,2023_57002880_TO.jpg,Shorts
5703,57010290-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Shorts,2023_57010290_TN.jpg,Shorts
5704,57074010-TC,53.825949367088604,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57074010_TC.jpg,Jumpsuit
5705,57013803-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57013803_TM.jpg,Jeans
5706,47939042-88,88.0,PINK,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_47939042_88.jpg,Dresses
5707,57071169-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57071169_08.jpg,Footwear
5708,57064030-01,1.0,WHITE,K-CIRCULAR,Tops,Top,2023_57064030_01.jpg,Tops
5709,57041177-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Skirt,2023_57041177_TM.jpg,Skirts
5710,57096714-OR,4.400709219858156,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57096714_OR.jpg,Dresses
5711,57004437-78,78.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Citybag,2023_57004437_78.jpg,Bags
5713,57019114-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57019114_99.jpg,Dresses
5715,43013751-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43013751_70.jpg,Bags
5716,43037755-07,7.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Hat,2019_43037755_07.jpg,"Hats, scarves and gloves"
5717,43025786-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bracelet,2019_43025786_OR.jpg,Jewellery
5718,53000586-TC,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2019_53000586_TC.jpg,Jeans
5719,53090590-02,2.0,WHITE,P-PLANA,Bottoms,Skirt,2019_53090590_02.jpg,Skirts
5720,51020622-08,8.0,WHITE,K-CIRCULAR,Tops,Top,2019_51020622_08.jpg,Tops
5721,51000637-87,87.0,PINK,K-CIRCULAR,Tops,T-Shirt,2019_51000637_87.jpg,T-shirt
5722,51030704-05,5.0,WHITE,P-PLANA,Bottoms,Trousers,2019_51030704_05.jpg,Trousers
5723,53030720-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53030720_OR.jpg,Jewellery
5724,53083027-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_53083027_02.jpg,Shirt
5725,53090758-56,56.0,BLUE,P-PLANA,Bottoms,Trousers,2019_53090758_56.jpg,Trousers
5726,53020807-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53020807_PL.jpg,Jewellery
5727,53073709-72,72.0,RED,P-PLANA,Outerwear,Blazer,2019_53073709_72.jpg,Blazers
